,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR,bat inns,bat ave,dot%,bat sr,bowl inns,econ,wickets
232,Roston Chase,Overseas,All-Rounder,10.0,0,NONE,2022,12.0,49.6,35.0,144.3,12.0,6.92,10.0
233,Moises Henriques,Overseas,All-Rounder,10.0,0,NONE,2022,15.0,40.3,26.6,143.8,7.0,4.83,4.0
234,Kedar Jadhav,Indian,All-Rounder,10.0,0,NONE,2022,7.0,12.3,34.2,97.4,,,
235,Colin De Grandhomme,Overseas,All-Rounder,10.0,0,NONE,2022,22.0,17.6,36.1,147.1,10.0,12.17,2.0
236,James Faulkner,Overseas,All-Rounder,10.0,0,NONE,2022,5.0,22.5,30.2,169.8,6.0,6.5,13.0
237,Darcy Short,Overseas,All-Rounder,10.0,0,NONE,2022,,,,,,,
238,Sheldon Cottrell,Overseas,Bowler,7.5,0,NONE,2022,3.0,12.5,20.0,250.0,8.0,8.72,6.0
239,Reece Topley,Overseas,Bowler,7.5,0,NONE,2022,4.0,,46.4,117.9,13.0,9.02,10.0
240,Todd Astle,Overseas,Bowler,7.5,0,NONE,2022,5.0,32.0,34.0,120.8,16.0,6.5,15.0
241,Martin Guptill,Overseas,Batsman,7.5,0,NONE,2022,15.0,17.9,42.9,111.6,,,
242,Ben Cutting,Overseas,All-Rounder,7.5,0,NONE,2022,17.0,27.2,40.7,138.1,18.0,8.87,4.0
243,Scott Kuggeleijn,Overseas,All-Rounder,7.5,0,NONE,2022,11.0,17.3,27.7,128.7,13.0,9.33,19.0
244,Dhawal Kulkarni,Indian,Bowler,7.5,0,NONE,2022,2.0,3.0,45.5,54.5,4.0,8.8,0.0
245,Darren Bravo,Overseas,Batsman,7.5,0,NONE,2022,7.0,16.3,50.0,96.1,,,
246,Carlos Brathwaite,Overseas,All-Rounder,7.5,0,NONE,2022,35.0,17.0,38.3,133.2,37.0,8.43,35.0
247,Keemo Paul,Overseas,All-Rounder,7.5,0,NONE,2022,11.0,11.8,45.7,151.4,8.0,11.95,8.0
248,Billy Stanlake,Overseas,Bowler,7.5,0,NONE,2022,1.0,,75.0,25.0,7.0,8.23,8.0
249,Cheteshwar Pujara,Indian,Batsman,5.0,0,NONE,2022,,,,,,,
250,Saurabh Tiwary,Indian,Batsman,5.0,0,NONE,2022,10.0,35.4,30.3,117.5,,,
251,Qais Ahmad,Overseas,Bowler,5.0,0,NONE,2022,13.0,10.2,36.4,124.2,27.0,7.31,27.0
252,Ish Sodhi,Overseas,Bowler,5.0,0,NONE,2022,4.0,6.0,47.1,105.9,18.0,7.12,15.0
253,Najibullah Zadran,Overseas,Batsman,5.0,0,NONE,2022,14.0,20.2,43.3,117.4,,,
254,Charith Asalanka,Overseas,All-Rounder,5.0,0,NONE,2022,8.0,23.4,37.0,137.8,4.0,5.11,2.0
255,George Garton,Overseas,All-Rounder,5.0,0,NONE,2022,14.0,15.8,37.9,143.9,27.0,8.79,30.0
256,Litton Das,Overseas,Wicket Keeper,5.0,0,NONE,2022,,,,,,,
257,Niroshan Dickwella,Overseas,Wicket Keeper,5.0,0,NONE,2022,10.0,15.1,35.4,152.5,,,
258,Andre Fletcher,Overseas,Wicket Keeper,5.0,0,NONE,2022,19.0,22.5,42.9,127.2,,,
259,Rahmanullah Gurbaz,Overseas,Wicket Keeper,5.0,0,NONE,2022,9.0,23.3,42.9,142.9,,,
260,Shai Hope,Overseas,Wicket Keeper,5.0,0,NONE,2022,7.0,17.6,33.6,121.6,,,
261,Heinrich Klaasen,Overseas,Wicket Keeper,5.0,0,NONE,2022,,,,,,,
262,Ben Mcdermott,Overseas,Wicket Keeper,5.0,0,NONE,2022,13.0,50.0,32.5,155.8,,,
263,Kusal Mendis,Overseas,Wicket Keeper,5.0,0,NONE,2022,10.0,36.3,27.3,148.6,,,
264,Kusal Perera,Overseas,Wicket Keeper,5.0,0,NONE,2022,7.0,13.7,45.9,129.7,,,
265,Sandeep Warrier,Indian,Bowler,5.0,0,NONE,2022,,,,,,,
266,Akila Dhananjaya,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
267,Zahir Khan,Overseas,Bowler,5.0,0,NONE,2022,5.0,5.7,60.9,73.9,14.0,7.43,15.0
268,Keshav Maharaj,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
269,Waqar Salamkheil,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
270,Rahul Sharma,Indian,Bowler,5.0,0,NONE,2022,,,,,,,
271,Hayden Walsh,Overseas,Bowler,5.0,0,NONE,2022,4.0,19.7,43.2,134.1,6.0,8.29,1.0
272,Brandon King,Overseas,Batsman,5.0,0,NONE,2022,14.0,21.5,46.0,130.3,,,
273,Janneman Malan,Overseas,Batsman,5.0,0,NONE,2022,,,,,,,
274,Paul Stirling,Overseas,Batsman,5.0,0,NONE,2022,12.0,26.6,39.7,160.3,7.0,7.45,0.0
275,Hanuma Vihari,Indian,Batsman,5.0,0,NONE,2022,,,,,,,
276,Hazratullah Zazai,Overseas,Batsman,5.0,0,NONE,2022,5.0,42.4,40.4,186.0,,,
277,Akeal Hosein,Overseas,All-Rounder,5.0,0,NONE,2022,6.0,31.5,35.3,185.3,11.0,4.93,13.0
278,Karim Janat,Overseas,All-Rounder,5.0,0,NONE,2022,1.0,,0.0,366.7,1.0,8.47,0.0
279,Pawan Negi,Indian,All-Rounder,5.0,0,NONE,2022,,,,,,,
280,Taskin Ahmed,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
281,Naveen Ul Haq,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
282,David Wiese,Overseas,All-Rounder,5.0,0,NONE,2022,20.0,13.9,39.9,122.8,22.0,8.63,25.0
283,Shamrah Brooks,Overseas,Batsman,5.0,0,NONE,2022,,,,,,,
284,Avishka Fernando,Overseas,Batsman,5.0,0,NONE,2022,10.0,34.7,37.3,152.9,,,
285,Zubayr Hamza,Overseas,Batsman,5.0,0,NONE,2022,,,,,,,
286,Pathum Nissaanka,Overseas,Batsman,5.0,0,NONE,2022,,,,,,,
287,Kurtis Patterson,Overseas,Batsman,5.0,0,NONE,2022,5.0,32.8,34.3,156.2,,,
288,Hashmatullah Shahidi,Overseas,Batsman,5.0,0,NONE,2022,,,,,,,
289,Manoj Tiwary,Indian,Batsman,5.0,0,NONE,2022,4.0,13.0,35.0,130.0,1.0,8.0,0.0
290,Gulbadin Naib,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
291,Parvez Rasool,Indian,All-Rounder,5.0,0,NONE,2022,2.0,7.0,57.1,100.0,3.0,5.0,3.0
292,Dasun Shanaka,Overseas,All-Rounder,5.0,0,NONE,2022,8.0,17.4,39.3,113.9,1.0,14.33,1.0
293,Wesley Agar,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
294,Shoriful Islam,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
295,Josh Little,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
296,Blessing Muzarabani,Overseas,Bowler,5.0,0,NONE,2022,2.0,0.0,100.0,0.0,6.0,7.71,10.0
297,Jayden Seales,Overseas,Bowler,5.0,0,NONE,2022,1.0,,100.0,0.0,12.0,7.54,19.0
298,Mohit Sharma,Indian,Bowler,5.0,0,NONE,2022,1.0,18.0,44.4,200.0,5.0,8.92,4.0
299,Barinder Sran,Indian,Bowler,5.0,0,NONE,2022,,,,,,,
300,Neil Wagner,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
301,Curtis Campher,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
302,Wayne Parnell,Overseas,All-Rounder,5.0,0,NONE,2022,10.0,13.8,35.7,107.8,11.0,8.69,8.0
303,Samit Patel,Overseas,All-Rounder,5.0,0,NONE,2022,37.0,24.6,32.2,125.7,39.0,6.8,44.0
304,Thisara Perera,Overseas,All-Rounder,5.0,0,NONE,2022,15.0,21.7,36.0,175.7,10.0,10.36,10.0
305,Murali Vijay,Indian,All-Rounder,5.0,0,NONE,2022,,,,,,,
306,Jack Wildermuth,Overseas,All-Rounder,5.0,0,NONE,2022,9.0,11.4,27.5,115.9,12.0,8.83,9.0
307,Hamish Bennett,Overseas,Bowler,5.0,0,NONE,2022,1.0,,0.0,100.0,14.0,8.14,15.0
308,Daryn Dupavillon,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
309,Fidel Edwards,Overseas,Bowler,5.0,0,NONE,2022,2.0,,0.0,260.0,4.0,11.45,3.0
310,Hamid Hassan,Overseas,Bowler,5.0,0,NONE,2022,,,,,,,
311,Lahiru Kumara,Overseas,Bowler,5.0,0,NONE,2022,2.0,,33.3,166.7,3.0,13.06,3.0
312,Joel Paris,Overseas,Bowler,5.0,0,NONE,2022,2.0,2.0,75.0,25.0,3.0,7.66,5.0
313,S. Sreesanth,Indian,Bowler,5.0,0,NONE,2022,,,,,,,
314,Oshane Thomas,Overseas,Bowler,5.0,0,NONE,2022,1.0,0.0,100.0,0.0,7.0,7.39,6.0
315,Blair Tickner,Overseas,Bowler,5.0,0,NONE,2022,2.0,0.5,83.3,16.7,15.0,9.21,18.0
316,Isuru Udana,Overseas,Bowler,5.0,0,NONE,2022,9.0,15.1,47.1,124.7,12.0,9.92,15.0
317,Mark Adnair,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
318,Hilton Cartwright,Overseas,All-Rounder,5.0,0,NONE,2022,16.0,33.9,30.7,156.7,3.0,15.0,0.0
319,Gareth Delany,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
320,Danushka Gunatilaka,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
321,Anaru Kitchen,Overseas,All-Rounder,5.0,0,NONE,2022,14.0,26.6,36.6,142.4,14.0,7.43,10.0
322,Dhananjaya Lakshan,Overseas,All-Rounder,5.0,0,NONE,2022,5.0,8.8,39.4,106.1,5.0,9.38,6.0
323,Sisanda Magala,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
324,Andile Phehlukwayo,Overseas,All-Rounder,5.0,0,NONE,2022,,,,,,,
325,Seekkuge Prasanna,Overseas,All-Rounder,5.0,0,NONE,2022,8.0,15.8,37.3,154.9,8.0,6.55,13.0
326,Raymon Reifer,Overseas,All-Rounder,5.0,0,NONE,2022,6.0,18.4,33.7,107.0,6.0,9.62,7.0
327,Brad Wheal,Overseas,Bowler,5.0,0,NONE,2022,2.0,5.0,50.0,125.0,16.0,7.71,26.0
328,Sandeep Lamichhane,Overseas,Bowler,4.0,0,NONE,2022,3.0,,23.5,129.4,15.0,7.75,13.0
329,Tom Kohler-Cadmore,Overseas,Batsman,4.0,0,NONE,2022,22.0,35.7,36.5,133.7,,,
330,Harpreet Bhatia,Indian,Batsman,4.0,0,NONE,2022,,,,,,,
331,Laurie Evans,Overseas,Batsman,4.0,0,NONE,2022,25.0,32.9,29.5,137.9,,,
332,Arun Karthick,Indian,Wicket Keeper,4.0,0,NONE,2022,,,,,,,
333,Kennar Lewis,Overseas,Wicket Keeper,4.0,0,NONE,2022,16.0,26.9,46.7,148.8,,,
334,Ali Khan,Overseas,Bowler,4.0,0,NONE,2022,1.0,4.0,75.0,100.0,7.0,8.95,10.0
335,Chris Green,Overseas,All-Rounder,4.0,0,NONE,2022,19.0,14.7,33.6,135.5,33.0,7.71,23.0
336,Ben Dwarshuis,Overseas,Bowler,3.0,0,NONE,2022,,,,,,,
337,Jalaj Saxena,Indian,Bowler,3.0,0,NONE,2022,1.0,,0.0,100.0,6.0,7.77,8.0
338,Matt Kelly,Overseas,Bowler,3.0,0,NONE,2022,,,,,,,
339,Rajat Patidar,Indian,Batsman,2.0,0,NONE,2022,7.0,20.6,30.6,116.1,,,
340,Mohammed Azharuddeen,Indian,Wicket Keeper,2.0,0,NONE,2022,5.0,54.2,27.4,192.0,,,
341,Vishnu Solanki,Indian,Wicket Keeper,2.0,0,NONE,2022,3.0,65.0,37.5,116.1,,,
342,M. Siddharth,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
343,Sachin Baby,Indian,Batsman,2.0,0,NONE,2022,6.0,37.5,31.1,123.0,2.0,7.66,2.0
344,Ricky Bhui,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
345,Himanshu Rana,Indian,Batsman,2.0,0,NONE,2022,5.0,41.8,39.8,125.6,,,
346,Harnoor Singh,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
347,Himmat Singh,Indian,Batsman,2.0,0,NONE,2022,4.0,59.5,37.0,163.0,,,
348,Virat Singh,Indian,Batsman,2.0,0,NONE,2022,9.0,26.3,37.4,116.7,,,
349,Arzan Nagwaswalla,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
350,Akash Singh,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
351,Yash Thakur,Indian,Bowler,2.0,0,NONE,2022,3.0,,46.7,73.3,5.0,7.64,9.0
352,Vasu Vats,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
353,Mujtaba Yousuf,Indian,Bowler,2.0,0,NONE,2022,1.0,0.0,100.0,0.0,2.0,8.25,2.0
354,Tanmay Agarwal,Indian,Batsman,2.0,0,NONE,2022,4.0,12.0,42.1,84.2,,,
355,Shivam Chauhan,Indian,Batsman,2.0,0,NONE,2022,5.0,43.2,32.6,131.1,,,
356,Nikhil Gangta,Indian,Batsman,2.0,0,NONE,2022,4.0,25.5,37.6,120.0,,,
357,Rohan Kadam,Indian,Batsman,2.0,0,NONE,2022,4.0,37.5,38.8,129.3,,,
358,Priyank Panchal,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
359,Sameer Rizvi,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
360,Ritwik Roy Chowdhury,Indian,Batsman,2.0,0,NONE,2022,1.0,,22.2,200.0,,,
361,Apoorv Wankhade,Indian,Batsman,2.0,0,NONE,2022,4.0,27.7,27.8,153.7,,,
362,Atharva Ankolekar,Indian,All-Rounder,2.0,0,NONE,2022,2.0,1.5,66.7,33.3,3.0,5.33,3.0
363,Tanay Thyagarajan,Indian,All-Rounder,2.0,0,NONE,2022,4.0,18.0,34.9,125.6,4.0,5.38,1.0
364,Ankush Bains,Indian,Wicket Keeper,2.0,0,NONE,2022,1.0,4.0,57.1,57.1,,,
365,Prashant Chopra,Indian,Wicket Keeper,2.0,0,NONE,2022,4.0,20.8,30.9,102.5,,,
366,Kedar Devdhar,Indian,Wicket Keeper,2.0,0,NONE,2022,3.0,41.0,33.3,124.2,,,
367,Shreevats Goswami,Indian,Wicket Keeper,2.0,0,NONE,2022,5.0,38.8,34.5,137.2,,,
368,Akshdeep Nath,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
369,Aditya Tare,Indian,Wicket Keeper,2.0,0,NONE,2022,3.0,16.0,42.9,114.3,,,
370,Upendra Singh Yadav,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
371,Pankaj Jaswal,Indian,Bowler,2.0,0,NONE,2022,4.0,7.7,41.7,191.7,4.0,8.91,2.0
372,Lukman Hussain Meriwala,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
373,Vyshak Vijay Kumar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
374,Zeeshan Ansari,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
375,Yuvraj Chudasama,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
376,Dharmendrasinh Jadeja,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
377,Khrievitso Kense,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
378,Prince Balwant Rai,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
379,Pardeep Sahu,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
380,Midhun Sudhesan,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
381,Sudip Chatterjee,Indian,Batsman,2.0,0,NONE,2022,1.0,12.0,44.4,133.3,,,
382,Hiten Dalal,Indian,Batsman,2.0,0,NONE,2022,4.0,22.0,43.5,127.5,,,
383,Abhimanyu Easwaran,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
384,Rahul Gahlaut,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
385,Amandeep Khare,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
386,Mayank Rawat,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
387,Dhruv Shorey,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
388,Hayden Kerr,Overseas,All-Rounder,2.0,0,NONE,2022,3.0,6.0,45.5,109.1,7.0,6.71,11.0
389,Saurabh Kumar,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
390,Shams Mulani,Indian,All-Rounder,2.0,0,NONE,2022,2.0,12.0,30.0,120.0,2.0,12.0,3.0
391,Dhruv Patel,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
392,Atit Sheth,Indian,All-Rounder,2.0,0,NONE,2022,2.0,38.0,39.4,115.2,3.0,7.55,3.0
393,Utkarsh Singh,Indian,All-Rounder,2.0,0,NONE,2022,5.0,20.2,38.8,126.2,3.0,5.0,4.0
394,Kaif Ahmad,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
395,Shubhum Arora,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
396,Eknath Kerkar,Indian,Wicket Keeper,2.0,0,NONE,2022,5.0,15.6,42.0,96.3,,,
397,Nikhil Naik,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
398,Urvil Patel,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
399,B.R. Sharath,Indian,Wicket Keeper,2.0,0,NONE,2022,5.0,4.4,52.8,61.1,,,
400,K.L. Shrijith,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
401,Mohit Avasthi,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
402,Sushant Mishra,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
403,Matheesha Pathirana,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
404,G Periyasamy,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
405,M.Harishankar Reddy,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
406,R. Silambarasan,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
407,Aditya Thakare,Indian,Bowler,2.0,0,NONE,2022,1.0,1.0,50.0,50.0,2.0,6.38,2.0
408,Tanveer Ul Haq,Indian,Bowler,2.0,0,NONE,2022,2.0,3.0,40.0,60.0,4.0,5.27,4.0
409,Prithviraj Yarra,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
410,Satyajeet Bachhav,Indian,Bowler,2.0,0,NONE,2022,2.0,,11.1,200.0,4.0,7.67,4.0
411,Chintal Gandhi,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
412,Jacob Lintott,Overseas,Bowler,2.0,0,NONE,2022,7.0,12.2,36.8,128.9,25.0,7.26,30.0
413,Izharulhuq Naveed,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
414,Tanveer Sangha,Overseas,Bowler,2.0,0,NONE,2022,1.0,0.0,100.0,0.0,16.0,8.64,20.0
415,Manav Suthar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
416,Milind Tandon,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
417,Sagar Udeshi,Indian,Bowler,2.0,0,NONE,2022,1.0,,0.0,100.0,6.0,6.14,7.0
418,Kushaal Wadhwani,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
419,Akshay Wakhare,Indian,Bowler,2.0,0,NONE,2022,1.0,0.0,100.0,0.0,5.0,8.16,2.0
420,Qamran Iqbal,Indian,Batsman,2.0,0,NONE,2022,2.0,28.5,48.1,105.6,,,
421,Ishank Jaggi,Indian,Batsman,2.0,0,NONE,2022,2.0,40.5,46.5,114.1,,,
422,Rohan Kunnummal,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
423,Tanmay Mishra,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
424,Yash Nahar,Indian,Batsman,2.0,0,NONE,2022,4.0,49.7,38.1,131.9,,,
425,Shubham Singh Rohilla,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
426,Alex Ross,Overseas,Batsman,2.0,0,NONE,2022,10.0,36.4,31.3,130.8,,,
427,Naushad Shaikh,Indian,Batsman,2.0,0,NONE,2022,4.0,12.2,27.1,102.1,,,
428,Baba Aparajith,Indian,All-Rounder,2.0,0,NONE,2022,4.0,55.5,33.9,101.8,6.0,5.44,4.0
429,Prayas Barman,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
430,Yudhvir Charak,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
431,Shubhang Hegde,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
432,Roosh Kalaria,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
433,Tanush Kotian,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
434,Kaushal Tambe,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
435,Shivank Vashisth,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
436,Rahul Chandrol,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
437,Harvik Desai,Indian,Wicket Keeper,2.0,0,NONE,2022,3.0,12.3,45.9,100.0,,,
438,Cam Fletcher,Overseas,Wicket Keeper,2.0,0,NONE,2022,14.0,29.6,33.2,153.4,,,
439,Tarang Gohel,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
440,Fazil Makaya,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
441,Ryan Rickelton,Overseas,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
442,Sandeep Kumar Tomar,Indian,Wicket Keeper,2.0,0,NONE,2022,,,,,,,
443,Siddhesh Wath,Indian,Wicket Keeper,2.0,0,NONE,2022,4.0,19.0,45.1,107.0,,,
444,Stephen Cheepurupalli,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
445,Aniket Choudhary,Indian,Bowler,2.0,0,NONE,2022,3.0,7.5,33.3,100.0,7.0,7.96,8.0
446,Kartikeya Kak,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
447,Kulwant Khejroliya,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
448,Ronit More,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
449,M Nidheesh,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
450,Babasafi Pathan,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
451,Vidyadhar Patil,Indian,Bowler,2.0,0,NONE,2022,1.0,,0.0,100.0,4.0,8.0,4.0
452,Mukesh Kumar Singh,Indian,Bowler,2.0,0,NONE,2022,1.0,,0.0,200.0,5.0,7.2,4.0
453,R. Alexandar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
454,Adithya Ashok,Overseas,Bowler,2.0,0,NONE,2022,3.0,8.0,41.7,66.7,5.0,6.37,6.0
455,Jasmer Dhankhar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
456,Prerit Dutta,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
457,Jon Russ Jaggesar,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
458,S. Kishan Kumar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
459,Kevin Koththigoda,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
460,Swaraj Wabale,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
461,Donavon Ferreira,Overseas,Batsman,2.0,0,NONE,2022,,,,,,,
462,Bhupen Lalwani,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
463,Henan Malik,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
464,Pukhraj Mann,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
465,Shashwat Rawat,Indian,Batsman,2.0,0,NONE,2022,,,,,,,
466,Jake Weatherald,Overseas,Batsman,2.0,0,NONE,2022,21.0,31.3,38.5,134.9,,,
467,Gerald Coetzee,Overseas,All-Rounder,2.0,0,NONE,2022,,,,,,,
468,Akshay Karnewar,Indian,All-Rounder,2.0,0,NONE,2022,4.0,12.0,41.7,133.3,5.0,9.24,3.0
469,Sumit Kumar,Indian,All-Rounder,2.0,0,NONE,2022,3.0,55.0,39.4,166.7,5.0,10.09,4.0
470,Abid Mushtaq,Indian,All-Rounder,2.0,0,NONE,2022,1.0,16.0,42.1,84.2,3.0,5.55,3.0
471,Lone Muzaffar,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
472,Ninad Rathva,Indian,All-Rounder,2.0,0,NONE,2022,2.0,8.0,61.1,88.9,3.0,7.57,2.0
473,Shoun Roger,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
474,Jaideep Bhambhu,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
475,Nandre Burger,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
476,V Koushik,Indian,Bowler,2.0,0,NONE,2022,1.0,,100.0,0.0,2.0,11.0,2.0
477,Akash Madhwal,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
478,Amit Mishra,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
479,Anuj Raj,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
480,Abhijeet Saket,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
481,Rahul Shukla,Indian,Bowler,2.0,0,NONE,2022,1.0,,0.0,100.0,4.0,9.31,6.0
482,Nuwan Thushara,Overseas,Bowler,2.0,0,NONE,2022,2.0,,0.0,200.0,8.0,8.11,12.0
483,Amit Ali,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
484,Chaitanya Bishnoi,Indian,All-Rounder,2.0,0,NONE,2022,5.0,32.0,40.4,146.8,,,
485,Mayank Dagar,Indian,All-Rounder,2.0,0,NONE,2022,4.0,1.5,60.0,60.0,5.0,6.56,3.0
486,Migael Pretorius,Overseas,All-Rounder,2.0,0,NONE,2022,8.0,8.0,48.7,123.1,10.0,9.57,16.0
487,Shivam Sharma,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
488,Pratyush Singh,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
489,Sanvir Singh,Indian,All-Rounder,2.0,0,NONE,2022,2.0,,14.3,147.6,2.0,7.5,1.0
490,Dhrushant Soni,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
491,M Venkatesh,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
492,Bandaru Ayyappa,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
493,Gurnoor Singh Brar,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
494,Akash Choudhary,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
495,Mohit Jangra,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
496,Aaqib Khan,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
497,Ruben Trumpelmann,Overseas,Bowler,2.0,0,NONE,2022,,,,,,,
498,Lalit Yadav,Indian,Bowler,2.0,0,NONE,2022,9.0,61.3,30.5,140.5,11.0,7.58,14.0
499,Auqib Dar,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
500,Chirag Gandhi,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
501,Sijomon Joseph,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
502,Anirudha Joshi,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
503,Shubham Sharma,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
504,Shubham Singh,Indian,All-Rounder,2.0,0,NONE,2022,,,,,,,
505,Arpit Guleria,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
506,Vipul Krishna,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
507,Safvan Patel,Indian,Bowler,2.0,0,NONE,2022,,,,,,,
